"parameter","rmse","coverage","ci_width","signif","rel_bias","nsite","nseason","model","scenario","nconverged"
"psi(Int)",2.01679114614393,0.969090909090909,2.99584789934233,0.596363636363636,0.416775552688373,70,12,"dynamic",3,550
"psi(x)",1.70485327137827,0.243636363636364,2.17478995970196,0.04,-1.23121228979998,70,12,"dynamic",3,550
"col(Int)",0.199910687611015,0.954545454545455,0.752093021394613,0.0618181818181818,0.178609862531132,70,12,"dynamic",3,550
"col(x)",0.17654265733158,0.952727272727273,0.68508791843835,1,0.018972568378177,70,12,"dynamic",3,550
"ext(Int)",0.234969214006178,0.952727272727273,0.909968518767016,1,0.00129238434848546,70,12,"dynamic",3,550
"ext(x)",0.226410690310026,0.941818181818182,0.854748816922035,1,0.0216383093155543,70,12,"dynamic",3,550
"p(Int)",0.100990682757837,0.934545454545455,0.375110135009963,1,-0.00704410701140135,70,12,"dynamic",3,550
"p(x)",0.0827437568822433,0.930909090909091,0.299809945574496,1,0.0137597131089251,70,12,"dynamic",3,550
"psi(Int)",1.47163559893498,0.969034608378871,3.06057471031337,0.500910746812386,0.412525768702761,70,4,"dynamic",3,549
"psi(x)",1.5409038971612,0.295081967213115,2.23224148456682,0.0619307832422587,-1.22330902970554,70,4,"dynamic",3,549
"col(Int)",8.73239810325648,0.967213114754098,6.40295203459557,0.0255009107468124,11.9274681136044,70,4,"dynamic",3,549
"col(x)",7.85072040326701,0.97632058287796,6.43060379482279,0.706739526411658,0.733914752417233,70,4,"dynamic",3,549
"ext(Int)",0.660094270208014,0.954462659380692,1.84451612070353,0.8816029143898,0.057940607683957,70,4,"dynamic",3,549
"ext(x)",1.10139211762926,0.959927140255009,1.99150926844646,0.814207650273224,0.151008529167614,70,4,"dynamic",3,549
"p(Int)",0.170085374489778,0.910746812386157,0.584450568097808,1,-0.0148881250527973,70,4,"dynamic",3,549
"p(x)",0.136411408206434,0.90528233151184,0.471403292642361,0.981785063752277,0.0258513168237462,70,4,"dynamic",3,549
"psi(Int)",1.99969689460125,0.963570127504554,3.08621835222002,0.51183970856102,0.410585251125522,70,6,"dynamic",3,549
"psi(x)",1.71602836786347,0.329690346083789,2.26074228075517,0.0546448087431694,-1.2110492446986,70,6,"dynamic",3,549
"col(Int)",0.427000952772316,0.954462659380692,1.2885088355855,0.0364298724954463,0.597417922212239,70,6,"dynamic",3,549
"col(x)",0.468709150117531,0.961748633879781,1.24701134525889,0.92896174863388,0.0378888296053117,70,6,"dynamic",3,549
"ext(Int)",1.50738390000348,0.958105646630237,1.624605559993,0.967213114754098,0.0832959851960646,70,6,"dynamic",3,549
"ext(x)",5.24107862957839,0.950819672131147,2.25565818481647,0.930783242258652,0.284623735048105,70,6,"dynamic",3,549
"p(Int)",0.139546172896743,0.919854280510018,0.506656150335514,1,-0.0125226651584947,70,6,"dynamic",3,549
"p(x)",0.108275992430216,0.936247723132969,0.407153554933495,1,0.0223773917226171,70,6,"dynamic",3,549
"psi(Int)",4.72136204492487,0.967272727272727,3.34168736506951,0.534545454545455,0.46597027276821,70,8,"dynamic",3,550
"psi(x)",3.02691191698867,0.292727272727273,2.40268361325559,0.04,-1.24633483630144,70,8,"dynamic",3,550
"col(Int)",0.270470923371865,0.954545454545455,0.988216273940964,0.0509090909090909,0.243050581260108,70,8,"dynamic",3,550
"col(x)",0.251871961954346,0.961818181818182,0.928775076223408,0.987272727272727,0.0400644480314993,70,8,"dynamic",3,550
"ext(Int)",0.30547330245265,0.945454545454545,1.14434136273769,0.989090909090909,0.0214733376982678,70,8,"dynamic",3,550
"ext(x)",0.284770010664024,0.958181818181818,1.08108976053041,0.983636363636364,0.0427495634987347,70,8,"dynamic",3,550
"p(Int)",0.125479725317401,0.927272727272727,0.450502509346238,1,-0.0107448999209421,70,8,"dynamic",3,550
"p(x)",0.0983478791569625,0.916363636363636,0.361628872103568,1,0.00921839535748625,70,8,"dynamic",3,550
"psi(Int)",2.09479047852784,0.949090909090909,2.45544329935138,0.674545454545455,0.282373216746085,80,10,"dynamic",3,550
"psi(x)",1.68590791604458,0.207272727272727,1.86450705654214,0.0345454545454545,-1.14823348331893,80,10,"dynamic",3,550
"col(Int)",0.203904034891747,0.950909090909091,0.783704600009006,0.06,0.19738533071711,80,10,"dynamic",3,550
"col(x)",0.178010456353894,0.96,0.717169173412508,0.998181818181818,0.0157632588811845,80,10,"dynamic",3,550
"ext(Int)",0.230137877559735,0.965454545454545,0.931459035723955,1,0.017194700393695,80,10,"dynamic",3,550
"ext(x)",0.246257749973558,0.923636363636364,0.875497520697789,0.994545454545455,-0.00116561985920172,80,10,"dynamic",3,550
"p(Int)",0.0985607486330963,0.965454545454545,0.383701855233488,1,-0.000403402238948007,80,10,"dynamic",3,550
"p(x)",0.0781398142920889,0.947272727272727,0.307654093494403,1,0.00624532218528873,80,10,"dynamic",3,550
"psi(Int)",2.08115362732767,0.970802919708029,2.33775708967978,0.691605839416058,0.250094860598832,80,12,"dynamic",3,548
"psi(x)",1.65722501987067,0.162408759124088,1.77885122455781,0.0346715328467153,-1.12523650450304,80,12,"dynamic",3,548
"col(Int)",0.172857360180212,0.972627737226277,0.701691829781034,0.0529197080291971,0.189081999919818,80,12,"dynamic",3,548
"col(x)",0.16507167463858,0.948905109489051,0.636612240198217,1,0.0181361478754183,80,12,"dynamic",3,548
"ext(Int)",0.228673076429436,0.941605839416058,0.85165552858607,1,0.0142586019794832,80,12,"dynamic",3,548
"ext(x)",0.210340949527598,0.947080291970803,0.801016853994393,0.998175182481752,-0.000334312957172789,80,12,"dynamic",3,548
"p(Int)",0.0958925255765593,0.943430656934307,0.355295594986295,1,-0.00695892460335881,80,12,"dynamic",3,548
"p(x)",0.0724404222285538,0.947080291970803,0.284540922872233,1,0.00437873195409244,80,12,"dynamic",3,548
"psi(Int)",2.90747187887955,0.956284153005464,3.46837705313262,0.555555555555556,0.596186926012382,80,4,"dynamic",3,549
"psi(x)",2.09468023766036,0.24408014571949,2.40929623711983,0.0491803278688525,-1.31737899645338,80,4,"dynamic",3,549
"col(Int)",3.27691432136579,0.972677595628415,2.67009577762511,0.0218579234972678,3.3214440919929,80,4,"dynamic",3,549
"col(x)",6.00384697816972,0.987249544626594,3.5313970695015,0.746812386156648,0.507234547677834,80,4,"dynamic",3,549
"ext(Int)",0.437558910012284,0.956284153005464,1.58106452752238,0.914389799635701,0.0416537980862572,80,4,"dynamic",3,549
"ext(x)",0.804651842811796,0.969034608378871,1.5932497331642,0.846994535519126,0.0991747988070886,80,4,"dynamic",3,549
"p(Int)",0.15902935074797,0.90528233151184,0.554058769785584,1,-0.0226446112108628,80,4,"dynamic",3,549
"p(x)",0.122619967022925,0.921675774134791,0.444045800635595,0.998178506375228,0.0219856642729337,80,4,"dynamic",3,549
"psi(Int)",7.91380979713912,0.972677595628415,3.97523593400673,0.604735883424408,0.628001136464342,80,6,"dynamic",3,549
"psi(x)",4.46753405910063,0.22040072859745,2.67240472669656,0.0437158469945355,-1.34451027698781,80,6,"dynamic",3,549
"col(Int)",0.30005732096684,0.963570127504554,1.15063340626837,0.034608378870674,0.341386314843252,80,6,"dynamic",3,549
"col(x)",0.304277660034143,0.969034608378871,1.10789357860234,0.961748633879781,0.0345467505646135,80,6,"dynamic",3,549
"ext(Int)",0.333417530279681,0.963570127504554,1.23484195723023,0.979963570127505,0.0295999565459535,80,6,"dynamic",3,549
"ext(x)",0.327736942411822,0.925318761384335,1.16166607666439,0.923497267759563,0.0175417846808068,80,6,"dynamic",3,549
"p(Int)",0.123599505524551,0.945355191256831,0.477630184715047,1,-0.0096334254114362,80,6,"dynamic",3,549
"p(x)",0.100649463883896,0.945355191256831,0.382692215566947,1,0.00407063751149406,80,6,"dynamic",3,549
"psi(Int)",2.57007259411128,0.961818181818182,2.86432841115034,0.636363636363636,0.426921301080836,80,8,"dynamic",3,550
"psi(x)",1.93724799767932,0.216363636363636,2.07691052506872,0.0363636363636364,-1.23785680780274,80,8,"dynamic",3,550
"col(Int)",0.234691145168001,0.952727272727273,0.909978837111989,0.0454545454545455,0.26177604787434,80,8,"dynamic",3,550
"col(x)",0.205427677737547,0.976363636363636,0.850451717134359,0.996363636363636,0.0270191067663623,80,8,"dynamic",3,550
"ext(Int)",0.273064098274614,0.956363636363636,1.0448969963032,0.996363636363636,0.0100712073574187,80,8,"dynamic",3,550
"ext(x)",0.273707049166271,0.927272727272727,0.981687046974705,0.978181818181818,0.00670684204365735,80,8,"dynamic",3,550
"p(Int)",0.110081865993326,0.932727272727273,0.419775166730845,1,-0.00497639935612927,80,8,"dynamic",3,550
"p(x)",0.086418923244808,0.947272727272727,0.336189368781487,1,0.00485041930391472,80,8,"dynamic",3,550
"psi(Int)",0.729620954121257,0.954545454545455,1.98873351365875,0.752727272727273,0.15379232755829,90,10,"dynamic",3,550
"psi(x)",1.2119860910334,0.129090909090909,1.56542442512295,0.0381818181818182,-1.08559823036403,90,10,"dynamic",3,550
"col(Int)",0.188412993501628,0.950909090909091,0.733856060761047,0.0563636363636364,0.145356321957605,90,10,"dynamic",3,550
"col(x)",0.172843937758928,0.945454545454545,0.671156144715704,0.998181818181818,0.0136378627436116,90,10,"dynamic",3,550
"ext(Int)",0.236410934333462,0.94,0.881278105888541,1,0.0243555642332923,90,10,"dynamic",3,550
"ext(x)",0.21412827698312,0.950909090909091,0.827762664372286,0.996363636363636,0.0158874803918077,90,10,"dynamic",3,550
"p(Int)",0.0961792428700943,0.938181818181818,0.362312341499557,1,-0.00278844959231004,90,10,"dynamic",3,550
"p(x)",0.0774913788594621,0.945454545454545,0.290733481480296,1,0.00541127680165099,90,10,"dynamic",3,550
"psi(Int)",0.797678807697589,0.96,2.04588127562399,0.778181818181818,0.18434534791045,90,12,"dynamic",3,550
"psi(x)",1.2484443262262,0.138181818181818,1.5966886669167,0.0454545454545455,-1.09732249272505,90,12,"dynamic",3,550
"col(Int)",0.165870743998691,0.969090909090909,0.659850149090599,0.0490909090909091,0.270028200112123,90,12,"dynamic",3,550
"col(x)",0.158251409726389,0.943636363636364,0.597645333694876,1,0.0146998329744128,90,12,"dynamic",3,550
"ext(Int)",0.214191211104609,0.932727272727273,0.801761811988911,1,0.020112714565398,90,12,"dynamic",3,550
"ext(x)",0.202320913789208,0.941818181818182,0.756426720923172,1,0.0125639684705143,90,12,"dynamic",3,550
"p(Int)",0.0849997734618631,0.941818181818182,0.333617502835466,1,-0.00734401433841761,90,12,"dynamic",3,550
"p(x)",0.0687015723891348,0.938181818181818,0.267407883216232,1,0.00507270393076209,90,12,"dynamic",3,550
"psi(Int)",1.10504852085553,0.974545454545454,2.4613611178297,0.656363636363636,0.297743447944563,90,4,"dynamic",3,550
"psi(x)",1.37141214348518,0.181818181818182,1.83758800685458,0.0545454545454545,-1.17290387207122,90,4,"dynamic",3,550
"col(Int)",1.48749862869252,0.970909090909091,2.0029800714196,0.0236363636363636,1.32418025620431,90,4,"dynamic",3,550
"col(x)",3.6276279513146,0.969090909090909,2.7083129836501,0.838181818181818,0.285218735023763,90,4,"dynamic",3,550
"ext(Int)",0.40828914920294,0.952727272727273,1.45222242250776,0.950909090909091,0.034348821640844,90,4,"dynamic",3,550
"ext(x)",0.409223281811176,0.963636363636364,1.38476116879879,0.885454545454545,0.0493797974364596,90,4,"dynamic",3,550
"p(Int)",0.145639301915474,0.914545454545455,0.521377569598326,1,-0.011509489725749,90,4,"dynamic",3,550
"p(x)",0.109575610832339,0.927272727272727,0.418527525823598,0.996363636363636,0.0174061536172452,90,4,"dynamic",3,550
"psi(Int)",1.92053328799903,0.958181818181818,2.44918014208319,0.727272727272727,0.317209714306141,90,6,"dynamic",3,550
"psi(x)",1.65406065166719,0.143636363636364,1.82187569916807,0.0527272727272727,-1.20106730024273,90,6,"dynamic",3,550
"col(Int)",0.299371476692264,0.941818181818182,1.06792682789981,0.0509090909090909,0.283447798634674,90,6,"dynamic",3,550
"col(x)",0.293505966397009,0.96,1.02601572539282,0.969090909090909,0.0394152550316171,90,6,"dynamic",3,550
"ext(Int)",0.30488160204047,0.958181818181818,1.15646069407244,0.996363636363636,0.0311338746831001,90,6,"dynamic",3,550
"ext(x)",0.297586612138737,0.938181818181818,1.08535208884275,0.974545454545454,0.0414824881789273,90,6,"dynamic",3,550
"p(Int)",0.122722155051288,0.934545454545455,0.446862841555962,1,-0.0114147080822232,90,6,"dynamic",3,550
"p(x)",0.0994274548466869,0.934545454545455,0.358034658994497,1,0.0306000850907566,90,6,"dynamic",3,550
"psi(Int)",1.36382581938067,0.965454545454545,2.20201396512977,0.734545454545455,0.23222824668857,90,8,"dynamic",3,550
"psi(x)",1.44353524788231,0.152727272727273,1.68868304227926,0.0490909090909091,-1.13917856028811,90,8,"dynamic",3,550
"col(Int)",0.221213414758821,0.958181818181818,0.854742488352856,0.0563636363636364,0.268568121280154,90,8,"dynamic",3,550
"col(x)",0.201470828958871,0.96,0.794219068539347,0.996363636363636,0.0202289603239942,90,8,"dynamic",3,550
"ext(Int)",0.25869687164939,0.950909090909091,0.991257310234887,1,0.0327569283190488,90,8,"dynamic",3,550
"ext(x)",0.255881328087119,0.954545454545455,0.934889004741816,0.990909090909091,0.0182880170159243,90,8,"dynamic",3,550
"p(Int)",0.106446539231905,0.936363636363636,0.397990843294225,1,-0.00652845964319063,90,8,"dynamic",3,550
"p(x)",0.0817404008044964,0.945454545454545,0.319646451265074,1,0.00456687431212544,90,8,"dynamic",3,550
"psi(Int)",0.636929343835179,0.961818181818182,1.7998369958824,0.870909090909091,0.14752175637448,100,10,"dynamic",4,550
"psi(x)",1.19065605700034,0.0690909090909091,1.41936555358101,0.0436363636363636,-1.09105616760337,100,10,"dynamic",4,550
"col(Int)",0.328616836857809,0.958181818181818,0.889899151043416,0.854545454545454,0.0210532227847862,100,10,"dynamic",4,550
"col(x)",0.239452911797888,0.965454545454545,0.788943960956304,0.996363636363636,0.0264401753838459,100,10,"dynamic",4,550
"ext(Int)",0.186379859561237,0.943636363636364,0.735395336497249,0.9,0.000466315439965422,100,10,"dynamic",4,550
"ext(x)",0.173178784923075,0.965454545454545,0.710556160593095,1,0.0226880287188904,100,10,"dynamic",4,550
"p(Int)",0.0767260679395592,0.947272727272727,0.298315444326238,1,-0.00377409115117213,100,10,"dynamic",4,550
"p(x)",0.0612903261387324,0.950909090909091,0.241304671352331,1,0.0142311278675205,100,10,"dynamic",4,550
"psi(Int)",1.74660087599693,0.970909090909091,2.02750688836975,0.876363636363636,0.195369925319756,100,12,"dynamic",4,550
"psi(x)",1.46255767077775,0.0890909090909091,1.5272337408456,0.0272727272727273,-1.11090567080141,100,12,"dynamic",4,550
"col(Int)",0.203182275131467,0.938181818181818,0.77312607926213,0.925454545454545,0.016066231393549,100,12,"dynamic",4,550
"col(x)",0.184356878172155,0.949090909090909,0.682013173342201,0.998181818181818,0.0182847350270294,100,12,"dynamic",4,550
"ext(Int)",0.174744420249882,0.945454545454545,0.666696167570813,0.938181818181818,-0.0111866929980312,100,12,"dynamic",4,550
"ext(x)",0.166046573967102,0.950909090909091,0.64071912063995,1,0.0109066898216623,100,12,"dynamic",4,550
"p(Int)",0.0753029100038108,0.927272727272727,0.273473878122002,1,-0.00639659364254894,100,12,"dynamic",4,550
"p(x)",0.0572979306965817,0.956363636363636,0.221430939350171,1,0.00750039681559755,100,12,"dynamic",4,550
"psi(Int)",6.87476340180955,0.949090909090909,3.32819891696757,0.767272727272727,0.513160676635354,100,4,"dynamic",4,550
"psi(x)",3.74513200739858,0.123636363636364,2.2152451361444,0.0527272727272727,-1.28250194870219,100,4,"dynamic",4,550
"col(Int)",3.89460923845308,0.963636363636364,4.74516267034424,0.129090909090909,0.763767839612438,100,4,"dynamic",4,550
"col(x)",7.11434855832302,0.972727272727273,6.85323489933004,0.661818181818182,0.828716255440138,100,4,"dynamic",4,550
"ext(Int)",0.327835849546172,0.954545454545455,1.25680305543958,0.514545454545455,-0.0102397453650063,100,4,"dynamic",4,550
"ext(x)",0.365832622936115,0.954545454545455,1.25872696743747,0.967272727272727,0.0835303345664211,100,4,"dynamic",4,550
"p(Int)",0.122967673661057,0.925454545454545,0.45499919417485,1,-0.00910604939150147,100,4,"dynamic",4,550
"p(x)",0.0984719108427717,0.936363636363636,0.364590166920754,1,0.0182748129638057,100,4,"dynamic",4,550
"psi(Int)",7.17109225394326,0.958181818181818,3.20368495038593,0.832727272727273,0.444637445748796,100,6,"dynamic",4,550
"psi(x)",3.86265786982338,0.105454545454545,2.13079053017857,0.0418181818181818,-1.23482660182447,100,6,"dynamic",4,550
"col(Int)",0.383127187968654,0.958181818181818,1.30452952259093,0.492727272727273,0.023253903386277,100,6,"dynamic",4,550
"col(x)",0.341825063865668,0.976363636363636,1.22674726301108,0.947272727272727,0.0634703795034675,100,6,"dynamic",4,550
"ext(Int)",0.244751252781944,0.961818181818182,0.978863880584088,0.7,-0.0200893189262222,100,6,"dynamic",4,550
"ext(x)",0.23236714506022,0.967272727272727,0.949709750497857,0.998181818181818,0.0392658324854172,100,6,"dynamic",4,550
"p(Int)",0.103198639501598,0.923636363636364,0.380343632036731,1,0.00398386969662225,100,6,"dynamic",4,550
"p(x)",0.0772856302624441,0.949090909090909,0.306464441280558,1,0.000704027253835449,100,6,"dynamic",4,550
"psi(Int)",1.32086238602169,0.961818181818182,1.98542524232576,0.823636363636364,0.192604005456184,100,8,"dynamic",4,550
"psi(x)",1.34361398864755,0.0945454545454545,1.51356962908602,0.0181818181818182,-1.07314858518187,100,8,"dynamic",4,550
"col(Int)",0.271333521505487,0.949090909090909,1.0377456347125,0.738181818181818,0.0285788072932611,100,8,"dynamic",4,550
"col(x)",0.260295300258535,0.965454545454545,0.947121303783789,0.976363636363636,0.0312090320612977,100,8,"dynamic",4,550
"ext(Int)",0.212896968090107,0.96,0.836358386352079,0.787272727272727,-0.0177795079225876,100,8,"dynamic",4,550
"ext(x)",0.215870149136357,0.938181818181818,0.811321396198126,1,0.0368393005471064,100,8,"dynamic",4,550
"p(Int)",0.0849883185317485,0.961818181818182,0.332230796729502,1,-0.00979531516361888,100,8,"dynamic",4,550
"p(x)",0.0684029994221913,0.956363636363636,0.268355006602551,1,0.013935295045284,100,8,"dynamic",4,550
"psi(Int)",10.5961458652155,0.957952468007313,14.8161506070077,0.0786106032906764,2.14030691404906,30,10,"dynamic",4,547
"psi(x)",7.06961490803,0.720292504570384,9.46048219769023,0.0182815356489945,-1.5637991986138,30,10,"dynamic",4,547
"col(Int)",2.8234590422227,0.961608775137112,3.78728530246006,0.210237659963437,0.587817440526936,30,10,"dynamic",4,547
"col(x)",2.78185368482933,0.974405850091408,3.37333655216416,0.778793418647166,0.26592804138766,30,10,"dynamic",4,547
"ext(Int)",0.386099383486862,0.937842778793419,1.40351780110332,0.447897623400366,-0.0140037438482595,30,10,"dynamic",4,547
"ext(x)",0.395706355980912,0.957952468007313,1.36869240924007,0.914076782449726,0.0647621320923095,30,10,"dynamic",4,547
"p(Int)",0.150966407408833,0.915904936014625,0.540500144049723,1,-0.0146290058735699,30,10,"dynamic",4,547
"p(x)",0.120745161196813,0.915904936014625,0.42854095299931,0.992687385740402,0.0311362374829098,30,10,"dynamic",4,547
"psi(Int)",14.7182916692808,0.958029197080292,16.5669404551734,0.0711678832116788,2.98207990744691,30,12,"dynamic",4,548
"psi(x)",8.71574491091085,0.658759124087591,10.1402994305378,0.0164233576642336,-2.09923549835765,30,12,"dynamic",4,548
"col(Int)",3.47775654935724,0.954379562043796,2.49077996022575,0.317518248175182,0.335000334251581,30,12,"dynamic",4,548
"col(x)",3.19526758737075,0.974452554744526,2.19151670769248,0.87043795620438,0.171948271495172,30,12,"dynamic",4,548
"ext(Int)",0.359721353872413,0.937956204379562,1.26232144083223,0.512773722627737,-0.00158084844022342,30,12,"dynamic",4,548
"ext(x)",0.339099952774838,0.941605839416058,1.20870405007691,0.963503649635037,0.0648560662487876,30,12,"dynamic",4,548
"p(Int)",0.133576774049891,0.932481751824818,0.493258633801636,1,-0.00946866637217152,30,12,"dynamic",4,548
"p(x)",0.100838565206552,0.934306569343066,0.390329532780592,0.998175182481752,0.0109659382912406,30,12,"dynamic",4,548
"psi(Int)",15.1062528797441,0.950639853747715,22.4136590679046,0.102376599634369,3.20808847894078,30,4,"dynamic",4,547
"psi(x)",10.3954621728881,0.683729433272395,16.1491799641463,0.0219378427787934,-1.2411663378591,30,4,"dynamic",4,547
"col(Int)",13.6044084927207,0.968921389396709,29.7213108587888,0.0036563071297989,5.49466218866998,30,4,"dynamic",4,547
"col(x)",14.9846732902118,0.989031078610603,35.9035549771065,0.180987202925046,4.29237478418044,30,4,"dynamic",4,547
"ext(Int)",3.85795951161109,0.968921389396709,4.20902397207665,0.263254113345521,0.250594704534092,30,4,"dynamic",4,547
"ext(x)",4.6947628435119,0.943327239488117,5.44276004384204,0.422303473491773,0.727843220961171,30,4,"dynamic",4,547
"p(Int)",0.201144922053113,0.939670932358318,0.770867828391318,0.996343692870201,0.00246296190963033,30,4,"dynamic",4,547
"p(x)",0.177305980311693,0.915904936014625,0.619051312728582,0.829981718464351,-0.0233446803418009,30,4,"dynamic",4,547
"psi(Int)",15.4530284607962,0.969034608378871,21.4810587021958,0.087431693989071,3.32964915405086,30,6,"dynamic",4,549
"psi(x)",9.20648325498455,0.657559198542805,13.6392469788966,0.0236794171220401,-1.92396369516666,30,6,"dynamic",4,549
"col(Int)",9.62935669956804,0.969034608378871,18.1738598450258,0.0255009107468124,3.28381905223077,30,6,"dynamic",4,549
"col(x)",10.9717436936234,0.967213114754098,21.9379521223719,0.46448087431694,2.09904632569479,30,6,"dynamic",4,549
"ext(Int)",0.630770850404565,0.939890710382514,1.9498224738278,0.316939890710383,-0.0730088040860956,30,6,"dynamic",4,549
"ext(x)",0.811588165969815,0.934426229508197,2.09854517388604,0.673952641165756,0.1974916988988,30,6,"dynamic",4,549
"p(Int)",0.184278296132702,0.923497267759563,0.657148573524188,1,-0.0190433264476803,30,6,"dynamic",4,549
"p(x)",0.146510579931652,0.916211293260474,0.518878164273059,0.95264116575592,0.0315093240888054,30,6,"dynamic",4,549
"psi(Int)",14.7146475128014,0.963503649635037,17.9133503713292,0.062043795620438,3.02378055925889,30,8,"dynamic",4,548
"psi(x)",9.00728065278064,0.680656934306569,11.0487937552033,0.0218978102189781,-2.12714793796494,30,8,"dynamic",4,548
"col(Int)",6.25421398204944,0.943430656934307,9.62775134659321,0.111313868613139,1.91513510672549,30,8,"dynamic",4,548
"col(x)",6.33400888855545,0.97992700729927,10.1697361949306,0.658759124087591,0.969234541098845,30,8,"dynamic",4,548
"ext(Int)",0.468665008665502,0.916058394160584,1.59589088029349,0.417883211678832,0.0345731142077169,30,8,"dynamic",4,548
"ext(x)",0.489929536940569,0.930656934306569,1.56268628826049,0.833941605839416,0.0856835666995857,30,8,"dynamic",4,548
"p(Int)",0.157894563286244,0.912408759124088,0.59000613275169,1,-0.00772050384250261,30,8,"dynamic",4,548
"p(x)",0.126695785001006,0.934306569343066,0.469233843924938,0.97992700729927,0.0208349286106191,30,8,"dynamic",4,548
"psi(Int)",14.8274752607533,0.961818181818182,14.4516276040616,0.229090909090909,2.66915436936213,40,10,"dynamic",4,550
"psi(x)",8.656970871457,0.545454545454545,8.79270507262083,0.0290909090909091,-1.68177140541935,40,10,"dynamic",4,550
"col(Int)",2.10258986632488,0.958181818181818,1.93989164525406,0.416363636363636,0.415883513460824,40,10,"dynamic",4,550
"col(x)",1.23049558839733,0.967272727272727,1.58170988871778,0.883636363636364,-0.0219032471330738,40,10,"dynamic",4,550
"ext(Int)",0.354093876058542,0.936363636363636,1.20716673203628,0.554545454545455,0.0059998207021306,40,10,"dynamic",4,550
"ext(x)",0.376058006074132,0.943636363636364,1.18041087841241,0.972727272727273,0.0647947223646059,40,10,"dynamic",4,550
"p(Int)",0.131770854379217,0.916363636363636,0.464979855662555,1,-0.0123357520435352,40,10,"dynamic",4,550
"p(x)",0.104832639950941,0.925454545454545,0.372084842415797,1,0.0175729162735823,40,10,"dynamic",4,550
"psi(Int)",8.64672690942538,0.969034608378871,7.40558904236116,0.225865209471767,1.15639691589695,40,12,"dynamic",4,549
"psi(x)",5.14163230793407,0.526411657559198,4.82536255208547,0.029143897996357,-1.40956967979425,40,12,"dynamic",4,549
"col(Int)",0.51226726351323,0.961748633879781,1.50834910433753,0.524590163934426,0.171153858094711,40,12,"dynamic",4,549
"col(x)",0.398544038958498,0.969034608378871,1.27091356881889,0.916211293260474,-0.00338457851494045,40,12,"dynamic",4,549
"ext(Int)",0.288286223674613,0.939890710382514,1.09506501513767,0.635701275045537,0.019917307047298,40,12,"dynamic",4,549
"ext(x)",0.28994903765671,0.938069216757741,1.05572711000613,0.983606557377049,0.03377919297246,40,12,"dynamic",4,549
"p(Int)",0.114384215213108,0.939890710382514,0.431905307636772,1,-0.0128706718175995,40,12,"dynamic",4,549
"p(x)",0.0953499600455363,0.930783242258652,0.344363404735673,1,0.010232429231479,40,12,"dynamic",4,549
"psi(Int)",13.6021096915468,0.968807339449541,13.3644764352475,0.196330275229358,2.1533871300568,40,4,"dynamic",4,545
"psi(x)",7.61389953235102,0.559633027522936,7.96177753036878,0.0587155963302752,-2.05539051796375,40,4,"dynamic",4,545
"col(Int)",14.1178509306795,0.963302752293578,28.9362657197255,0.0073394495412844,5.81097537205525,40,4,"dynamic",4,545
"col(x)",16.807056698654,0.977981651376147,33.0198732349211,0.209174311926606,4.18486770243379,40,4,"dynamic",4,545
"ext(Int)",1.51315048779909,0.948623853211009,2.63791467197604,0.271559633027523,0.107400187939179,40,4,"dynamic",4,545
"ext(x)",4.2604952620713,0.952293577981651,3.85339509372167,0.605504587155963,0.450503990359305,40,4,"dynamic",4,545
"p(Int)",0.182747389121692,0.926605504587156,0.676619037536303,1,-0.0137909597914465,40,4,"dynamic",4,545
"p(x)",0.158085089569562,0.911926605504587,0.544053944849849,0.922935779816514,0.0249644080037006,40,4,"dynamic",4,545
"psi(Int)",12.6217254758132,0.965201465201465,13.9143410753683,0.186813186813187,2.20906431645239,40,6,"dynamic",4,546
"psi(x)",7.25466659906409,0.549450549450549,8.65268005100206,0.0293040293040293,-1.73257575478268,40,6,"dynamic",4,546
"col(Int)",8.96570334585439,0.95970695970696,12.0703033522189,0.0714285714285714,2.5987592496117,40,6,"dynamic",4,546
"col(x)",8.48153287109789,0.963369963369963,13.4979543456323,0.527472527472527,1.36283405751639,40,6,"dynamic",4,546
"ext(Int)",0.439741900345346,0.946886446886447,1.60762532223925,0.386446886446886,-0.0155713495008952,40,6,"dynamic",4,546
"ext(x)",0.585942243737069,0.919413919413919,1.63122293257814,0.80952380952381,0.115738630260741,40,6,"dynamic",4,546
"p(Int)",0.16125610449683,0.902930402930403,0.579021539616687,1,-0.0145723921261525,40,6,"dynamic",4,546
"p(x)",0.130342345403636,0.912087912087912,0.465262032518716,0.983516483516483,0.0162733536964621,40,6,"dynamic",4,546
"psi(Int)",15.4030017421595,0.969034608378871,14.0914293918723,0.169398907103825,2.82337067402867,40,8,"dynamic",4,549
"psi(x)",8.70633579899845,0.544626593806922,8.40708400987346,0.0182149362477231,-2.52545347452997,40,8,"dynamic",4,549
"col(Int)",5.58010752956157,0.974499089253188,5.19632332076652,0.234972677595628,1.19340460263051,40,8,"dynamic",4,549
"col(x)",5.84442338106721,0.972677595628415,4.8304226578413,0.759562841530055,0.392654236102355,40,8,"dynamic",4,549
"ext(Int)",0.392196892029422,0.950819672131147,1.37506885738224,0.455373406193078,-0.0255959569159162,40,8,"dynamic",4,549
"ext(x)",0.419012734888892,0.936247723132969,1.34491742625677,0.939890710382514,0.0744368326420297,40,8,"dynamic",4,549
"p(Int)",0.15170962216336,0.907103825136612,0.517042084658614,1,-0.0236188745968228,40,8,"dynamic",4,549
